JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5
INTRALOT_MINAS_5;776;5/1/2016;1;13;21;25;29
INTRALOT_MINAS_5;775;4/1/2016;1;11;14;17;20
INTRALOT_MINAS_5;774;2/1/2016;4;22;27;28;32
