JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;419512;21/2/2016;3;4;25;32;33;34;35;37;39;40;41;43;49;51;56;63;64;65;68;78
INTRALOT_KENO_MINAS;419511;21/2/2016;1;4;6;20;21;22;31;47;50;55;56;58;60;62;64;67;68;70;72;73
INTRALOT_KENO_MINAS;419510;21/2/2016;2;4;6;11;14;15;18;19;23;27;46;48;51;56;59;63;70;71;76;79
INTRALOT_KENO_MINAS;419509;21/2/2016;2;14;16;23;27;30;32;39;41;48;51;55;58;59;64;65;67;70;73;80
INTRALOT_KENO_MINAS;419508;21/2/2016;4;5;7;10;11;13;15;16;28;30;35;37;47;49;56;63;67;69;73;77
INTRALOT_KENO_MINAS;419507;21/2/2016;8;29;32;35;36;39;40;42;43;45;47;51;52;55;57;60;62;64;70;76
INTRALOT_KENO_MINAS;419506;21/2/2016;8;10;14;18;20;27;28;30;35;37;40;41;43;46;51;57;60;61;68;71
INTRALOT_KENO_MINAS;419505;21/2/2016;3;7;12;13;16;21;23;27;29;30;35;41;43;45;49;55;61;72;74;77
INTRALOT_KENO_MINAS;419504;21/2/2016;1;2;7;11;15;16;19;21;23;27;29;30;55;57;65;66;67;74;76;78
INTRALOT_KENO_MINAS;419503;21/2/2016;4;8;9;11;13;14;15;19;21;22;23;28;32;37;42;43;46;50;55;64
