JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;413642;25/1/2016;11;12;18;24;25;28;31;32;33;43;45;50;58;61;62;65;68;71;74;75
INTRALOT_KENO_MINAS;413641;25/1/2016;8;11;12;13;19;25;35;36;39;44;46;52;53;55;59;63;64;75;76;79
INTRALOT_KENO_MINAS;413640;25/1/2016;2;16;23;24;30;34;35;38;39;41;43;49;52;56;57;62;64;66;75;77
INTRALOT_KENO_MINAS;413639;25/1/2016;2;4;6;8;18;19;21;35;37;39;40;41;47;50;64;65;68;74;76;77
INTRALOT_KENO_MINAS;413638;25/1/2016;10;11;15;19;20;22;24;32;48;50;53;54;55;57;59;64;68;69;73;75
INTRALOT_KENO_MINAS;413637;25/1/2016;4;8;11;13;15;16;18;19;20;24;26;27;30;34;36;39;47;64;71;78
INTRALOT_KENO_MINAS;413636;25/1/2016;3;6;7;11;14;15;17;19;30;36;37;41;48;49;57;59;63;66;70;75
INTRALOT_KENO_MINAS;413635;25/1/2016;14;22;25;30;31;35;43;45;46;49;53;54;58;60;61;62;68;69;71;76
INTRALOT_KENO_MINAS;413634;25/1/2016;7;11;14;16;24;26;27;35;37;42;43;49;51;54;57;58;59;73;77;79
INTRALOT_KENO_MINAS;413633;25/1/2016;9;12;19;28;29;30;34;37;38;43;45;46;47;51;60;63;65;69;73;79
