JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;434120;29/4/2016;2;8;9;11;14;15;24;29;33;35;36;41;42;52;58;62;66;72;73;74
INTRALOT_KENO_MINAS;434119;29/4/2016;1;5;6;7;14;22;24;25;31;34;42;47;58;59;61;62;68;76;77;78
INTRALOT_KENO_MINAS;434118;29/4/2016;11;12;22;25;29;33;35;41;42;44;46;54;55;60;63;66;67;68;75;77
INTRALOT_KENO_MINAS;434117;29/4/2016;13;17;19;26;29;37;38;42;44;45;49;51;53;55;58;68;69;73;78;79
INTRALOT_KENO_MINAS;434116;29/4/2016;1;5;6;10;12;20;22;29;32;33;36;37;44;48;50;55;62;71;72;73
INTRALOT_KENO_MINAS;434115;29/4/2016;3;6;11;20;21;24;32;44;48;49;51;53;55;57;60;62;63;65;71;78
INTRALOT_KENO_MINAS;434114;29/4/2016;1;2;8;10;19;20;22;26;27;31;37;39;40;41;42;49;57;60;69;77
INTRALOT_KENO_MINAS;434113;29/4/2016;6;8;18;20;21;23;24;28;33;35;41;51;65;66;68;69;72;74;77;78
INTRALOT_KENO_MINAS;434112;29/4/2016;4;8;13;15;20;23;29;31;34;43;44;48;50;53;54;67;74;77;79;80
INTRALOT_KENO_MINAS;434111;29/4/2016;3;11;14;21;22;24;26;28;36;37;38;41;49;50;57;65;66;71;79;80
