JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;412072;17/1/2016;5;6;14;19;23;30;34;36;39;43;45;47;50;51;54;63;71;75;76;78
INTRALOT_KENO_MINAS;412071;17/1/2016;3;5;13;14;16;19;20;24;28;29;34;46;48;53;57;59;62;64;76;80
INTRALOT_KENO_MINAS;412070;17/1/2016;1;2;6;11;12;20;23;29;31;41;46;47;48;57;68;70;74;76;77;78
INTRALOT_KENO_MINAS;412069;17/1/2016;1;5;6;13;18;22;24;35;36;41;46;47;49;50;51;57;62;63;75;79
INTRALOT_KENO_MINAS;412068;17/1/2016;9;12;18;30;35;36;39;43;45;49;53;54;61;62;66;67;69;71;75;80
INTRALOT_KENO_MINAS;412067;17/1/2016;4;7;9;27;30;35;36;39;40;41;43;48;49;52;57;61;64;65;79;80
INTRALOT_KENO_MINAS;412066;17/1/2016;2;4;12;14;20;21;25;33;36;38;44;47;50;52;55;68;70;76;77;80
INTRALOT_KENO_MINAS;412065;17/1/2016;1;5;20;23;24;25;31;34;38;39;44;46;47;50;58;59;67;72;73;74
INTRALOT_KENO_MINAS;412064;17/1/2016;2;3;9;12;17;21;22;38;40;50;52;56;59;61;62;64;66;68;78;79
INTRALOT_KENO_MINAS;412063;17/1/2016;1;2;11;14;19;25;27;40;49;50;55;57;60;61;63;66;70;72;78;79
