JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;417022;9/2/2016;4;10;12;18;19;23;26;28;30;40;41;44;52;55;57;59;61;67;79;80
INTRALOT_KENO_MINAS;417021;9/2/2016;7;13;14;15;19;21;29;30;31;32;36;39;41;46;52;61;66;75;76;79
INTRALOT_KENO_MINAS;417020;9/2/2016;5;9;13;14;23;30;31;33;43;51;53;55;60;63;66;70;74;75;78;80
INTRALOT_KENO_MINAS;417019;9/2/2016;1;8;15;22;24;26;33;37;45;50;55;56;57;58;69;71;74;75;76;77
INTRALOT_KENO_MINAS;417018;9/2/2016;1;3;4;5;15;18;23;24;25;26;32;33;36;37;38;46;67;70;78;80
INTRALOT_KENO_MINAS;417017;9/2/2016;4;10;17;26;28;29;32;37;42;45;47;48;50;52;57;63;68;74;77;79
INTRALOT_KENO_MINAS;417016;9/2/2016;1;2;9;10;17;23;25;29;30;37;38;40;46;48;53;55;62;66;72;74
INTRALOT_KENO_MINAS;417015;9/2/2016;1;2;3;5;14;15;20;22;27;33;51;55;56;62;69;74;75;76;77;78
INTRALOT_KENO_MINAS;417014;9/2/2016;5;6;8;9;12;14;17;22;26;28;35;40;41;48;51;55;61;62;76;79
INTRALOT_KENO_MINAS;417013;9/2/2016;3;4;9;18;20;21;22;32;33;34;39;42;54;55;56;61;66;67;72;76
