JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;409514;5/1/2016;9;14;20;22;25;30;34;35;40;43;44;46;48;50;57;60;62;76;78;79
INTRALOT_KENO_MINAS;409513;5/1/2016;1;8;11;12;18;22;23;26;31;32;35;38;50;57;62;66;68;71;74;75
INTRALOT_KENO_MINAS;409512;5/1/2016;2;5;6;9;17;20;22;29;31;32;33;50;55;56;57;59;60;69;71;75
INTRALOT_KENO_MINAS;409511;5/1/2016;6;8;20;26;27;28;39;42;45;50;51;54;65;68;72;73;75;77;78;79
INTRALOT_KENO_MINAS;409510;5/1/2016;1;5;16;30;32;35;36;37;38;39;42;45;46;47;51;62;70;73;74;80
INTRALOT_KENO_MINAS;409509;5/1/2016;11;13;16;20;23;28;29;36;38;44;45;49;50;60;62;63;69;72;74;76
INTRALOT_KENO_MINAS;409508;5/1/2016;9;13;15;17;19;22;23;28;32;33;40;42;49;54;56;63;75;77;78;80
INTRALOT_KENO_MINAS;409507;5/1/2016;4;7;8;13;19;20;25;45;50;52;56;61;62;63;64;65;71;78;79;80
INTRALOT_KENO_MINAS;409506;5/1/2016;5;6;9;14;16;22;24;26;33;39;40;43;44;48;53;63;67;75;79;80
INTRALOT_KENO_MINAS;409505;5/1/2016;1;4;12;20;26;35;36;38;39;40;41;42;47;50;54;58;59;67;74;79
