JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450893;16/7/2016;5;10;14;19;22;29;31;37;40;41;42;45;54;57;58;60;70;71;77;79
INTRALOT_KENO_MINAS;450892;16/7/2016;5;7;9;18;20;21;25;32;38;40;41;42;46;50;52;57;58;62;69;78
INTRALOT_KENO_MINAS;450891;16/7/2016;6;8;14;17;25;36;40;41;43;46;49;50;51;61;65;68;72;75;77;78
INTRALOT_KENO_MINAS;450890;16/7/2016;1;16;19;21;27;31;34;36;37;38;41;51;61;68;69;70;72;74;75;76
INTRALOT_KENO_MINAS;450889;16/7/2016;2;6;8;12;22;25;33;37;38;46;49;53;54;55;57;58;72;73;78;80
INTRALOT_KENO_MINAS;450888;16/7/2016;4;6;16;21;23;27;31;40;42;48;54;57;58;59;62;66;70;71;72;76
INTRALOT_KENO_MINAS;450887;16/7/2016;9;10;12;17;29;32;34;36;38;43;47;49;51;61;65;66;67;68;70;75
INTRALOT_KENO_MINAS;450886;16/7/2016;13;20;25;33;34;35;43;50;53;56;58;60;61;62;64;71;76;77;78;79
INTRALOT_KENO_MINAS;450885;16/7/2016;1;2;14;18;26;28;30;35;36;38;44;47;51;52;58;60;63;66;75;79
INTRALOT_KENO_MINAS;450884;16/7/2016;6;7;10;13;16;21;31;32;39;40;41;44;46;48;49;50;55;59;60;70
