JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450783;15/7/2016;3;10;18;24;29;33;35;38;43;47;49;56;57;58;62;63;65;70;75;80
INTRALOT_KENO_MINAS;450782;15/7/2016;2;3;8;10;14;16;20;24;38;42;45;46;47;55;58;60;66;70;72;80
INTRALOT_KENO_MINAS;450781;15/7/2016;4;13;15;25;34;41;42;45;47;52;56;59;60;65;68;71;74;75;77;79
INTRALOT_KENO_MINAS;450780;15/7/2016;1;4;5;6;7;8;16;28;34;35;36;44;49;50;52;55;56;68;74;75
INTRALOT_KENO_MINAS;450779;15/7/2016;5;7;8;14;16;17;21;23;27;34;36;37;56;57;62;67;73;74;75;78
INTRALOT_KENO_MINAS;450778;15/7/2016;1;3;4;9;11;18;26;31;36;39;52;57;61;62;64;65;66;70;75;80
INTRALOT_KENO_MINAS;450777;15/7/2016;4;5;9;12;19;22;23;38;41;44;46;49;54;56;60;65;70;71;73;75
INTRALOT_KENO_MINAS;450776;15/7/2016;2;3;9;11;14;16;24;26;36;40;43;50;52;53;57;59;62;67;71;74
INTRALOT_KENO_MINAS;450775;15/7/2016;2;3;10;14;15;18;24;29;35;42;44;48;54;62;63;65;66;68;69;80
INTRALOT_KENO_MINAS;450774;15/7/2016;4;8;9;12;14;15;16;17;26;32;34;42;45;46;48;51;54;67;69;70
