JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450953;16/7/2016;3;6;8;10;16;18;21;23;25;27;30;31;34;38;42;53;59;67;69;76
INTRALOT_KENO_MINAS;450952;16/7/2016;1;14;20;22;28;35;38;39;42;43;44;45;49;55;58;63;68;72;74;80
INTRALOT_KENO_MINAS;450951;16/7/2016;1;2;4;6;9;16;17;21;22;25;34;39;41;43;49;55;61;67;71;75
INTRALOT_KENO_MINAS;450950;16/7/2016;5;6;8;11;12;13;16;17;18;22;29;34;35;44;45;51;55;60;64;75
INTRALOT_KENO_MINAS;450949;16/7/2016;6;9;12;16;18;21;35;37;38;40;41;46;53;54;61;70;75;76;77;80
INTRALOT_KENO_MINAS;450948;16/7/2016;1;2;7;8;12;13;24;25;27;33;34;36;42;44;52;69;74;78;79;80
INTRALOT_KENO_MINAS;450947;16/7/2016;3;7;11;12;13;16;24;31;35;47;48;54;55;56;58;62;66;71;74;78
INTRALOT_KENO_MINAS;450946;16/7/2016;3;9;10;12;14;15;16;22;35;36;42;43;48;50;53;56;57;61;68;80
INTRALOT_KENO_MINAS;450945;16/7/2016;3;5;7;8;10;11;17;18;19;25;26;30;34;52;55;56;60;65;70;72
INTRALOT_KENO_MINAS;450944;16/7/2016;1;4;5;7;10;11;12;17;18;35;37;38;43;46;50;53;55;69;70;79
