JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450843;16/7/2016;2;5;11;17;20;23;26;32;34;36;37;43;53;57;64;65;71;75;79;80
INTRALOT_KENO_MINAS;450842;16/7/2016;5;10;13;14;27;31;34;38;46;47;48;49;52;60;63;72;73;74;76;77
INTRALOT_KENO_MINAS;450841;16/7/2016;5;6;8;17;19;20;24;27;34;39;41;45;49;51;54;56;58;70;74;78
INTRALOT_KENO_MINAS;450840;16/7/2016;2;4;8;18;20;24;28;35;39;40;41;47;50;51;53;57;60;63;65;74
INTRALOT_KENO_MINAS;450839;16/7/2016;7;8;11;15;16;26;29;41;43;45;46;48;53;66;67;71;73;74;77;79
INTRALOT_KENO_MINAS;450838;16/7/2016;2;3;5;15;20;21;25;29;33;37;39;43;45;47;50;54;58;64;69;71
INTRALOT_KENO_MINAS;450837;16/7/2016;15;17;21;23;26;28;31;34;37;38;39;44;45;46;48;53;54;60;68;69
INTRALOT_KENO_MINAS;450836;16/7/2016;3;7;9;11;16;18;21;29;36;41;45;46;57;65;70;72;75;78;79;80
INTRALOT_KENO_MINAS;450835;16/7/2016;1;3;11;19;21;23;31;32;34;38;43;45;49;51;57;64;68;72;78;80
INTRALOT_KENO_MINAS;450834;16/7/2016;1;5;6;11;15;24;26;30;36;37;45;48;51;59;63;65;66;68;71;75
