JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450903;16/7/2016;4;11;26;27;28;29;35;40;41;43;45;48;53;61;62;64;65;68;70;75
INTRALOT_KENO_MINAS;450902;16/7/2016;4;11;12;14;18;19;22;23;29;41;43;45;52;55;56;57;67;68;74;77
INTRALOT_KENO_MINAS;450901;16/7/2016;3;5;12;17;21;22;23;31;33;34;35;38;50;51;52;54;58;70;79;80
INTRALOT_KENO_MINAS;450900;16/7/2016;2;3;9;11;16;29;33;35;38;41;45;48;49;50;53;54;66;68;69;76
INTRALOT_KENO_MINAS;450899;16/7/2016;3;7;9;12;14;16;21;22;27;36;41;42;46;51;59;66;71;73;75;77
INTRALOT_KENO_MINAS;450898;16/7/2016;2;6;15;24;28;33;35;37;39;48;49;52;53;59;61;66;67;69;71;75
INTRALOT_KENO_MINAS;450897;16/7/2016;2;4;6;10;15;17;19;20;25;26;28;34;37;48;55;63;72;74;77;79
INTRALOT_KENO_MINAS;450896;16/7/2016;2;3;6;8;12;19;34;35;37;38;42;44;49;50;57;59;64;72;74;75
INTRALOT_KENO_MINAS;450895;16/7/2016;2;24;35;37;39;40;43;45;51;55;56;59;62;65;67;73;76;77;78;79
INTRALOT_KENO_MINAS;450894;16/7/2016;2;11;17;28;32;35;36;40;43;47;49;52;56;57;59;62;64;72;73;76
