JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450713;15/7/2016;3;4;5;6;8;9;15;16;18;19;21;29;34;41;48;61;63;67;73;75
INTRALOT_KENO_MINAS;450712;15/7/2016;3;5;6;8;9;10;14;19;28;37;41;51;56;57;58;62;65;66;76;77
INTRALOT_KENO_MINAS;450711;15/7/2016;4;5;11;13;17;20;22;25;29;31;32;36;38;49;55;57;59;62;63;72
INTRALOT_KENO_MINAS;450710;15/7/2016;4;10;17;19;22;24;28;33;36;38;39;42;43;45;49;53;61;62;75;76
INTRALOT_KENO_MINAS;450709;15/7/2016;4;18;19;20;23;28;30;31;32;33;34;35;45;53;59;61;62;65;67;76
INTRALOT_KENO_MINAS;450708;15/7/2016;2;7;12;21;23;25;27;32;43;44;47;50;54;59;64;66;69;74;75;78
INTRALOT_KENO_MINAS;450707;15/7/2016;4;8;13;15;19;25;26;27;30;34;39;40;44;48;50;55;56;58;62;63
INTRALOT_KENO_MINAS;450706;15/7/2016;3;6;11;15;16;25;27;30;35;40;42;43;47;50;68;69;72;73;75;78
INTRALOT_KENO_MINAS;450705;15/7/2016;3;4;6;7;16;26;27;30;34;37;40;47;48;50;54;65;67;71;73;79
INTRALOT_KENO_MINAS;450704;15/7/2016;3;5;8;13;19;20;25;28;29;30;34;37;50;55;60;61;69;73;74;80
