JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450883;16/7/2016;2;5;9;14;27;29;39;42;43;50;51;54;56;58;68;71;72;73;76;78
INTRALOT_KENO_MINAS;450882;16/7/2016;4;6;7;9;10;20;21;30;32;34;35;50;52;53;55;56;57;60;73;79
INTRALOT_KENO_MINAS;450881;16/7/2016;3;10;16;17;22;24;28;32;36;39;46;48;53;54;56;59;64;65;68;69
INTRALOT_KENO_MINAS;450880;16/7/2016;4;9;17;18;22;24;25;28;31;40;43;48;61;63;64;68;70;73;77;80
INTRALOT_KENO_MINAS;450879;16/7/2016;1;5;7;8;9;10;13;16;18;20;24;27;36;45;64;65;66;71;73;79
INTRALOT_KENO_MINAS;450878;16/7/2016;8;13;17;18;20;25;30;31;32;33;40;44;47;52;54;55;70;72;73;79
INTRALOT_KENO_MINAS;450877;16/7/2016;1;9;10;17;19;21;24;33;37;41;43;45;51;62;63;64;65;69;79;80
INTRALOT_KENO_MINAS;450876;16/7/2016;4;11;12;18;22;24;25;31;32;36;37;43;50;51;54;59;62;63;64;73
INTRALOT_KENO_MINAS;450875;16/7/2016;2;13;22;23;26;29;32;33;39;43;45;47;49;62;70;72;74;75;79;80
INTRALOT_KENO_MINAS;450874;16/7/2016;2;8;13;14;16;17;20;24;25;29;30;31;33;37;54;55;56;73;76;79
