JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450703;15/7/2016;4;5;6;10;16;17;21;23;25;31;34;35;41;46;47;57;59;61;73;77
INTRALOT_KENO_MINAS;450702;15/7/2016;4;6;8;10;11;31;32;40;42;48;50;52;55;56;57;64;66;71;73;76
INTRALOT_KENO_MINAS;450701;15/7/2016;2;3;9;11;22;23;30;34;37;38;46;49;58;61;64;65;67;68;71;74
INTRALOT_KENO_MINAS;450700;15/7/2016;2;3;16;17;18;19;30;33;44;45;46;47;48;54;58;62;65;70;76;77
INTRALOT_KENO_MINAS;450699;15/7/2016;3;13;16;17;20;29;30;32;36;40;42;45;46;50;65;70;74;75;78;79
INTRALOT_KENO_MINAS;450698;15/7/2016;2;8;10;14;17;21;24;30;34;35;37;39;43;45;52;59;61;63;68;72
INTRALOT_KENO_MINAS;450697;15/7/2016;4;8;10;14;16;18;20;26;46;48;49;58;62;63;64;65;67;68;72;73
INTRALOT_KENO_MINAS;450696;15/7/2016;1;5;7;9;10;11;16;17;21;32;33;34;37;41;50;55;57;58;77;78
INTRALOT_KENO_MINAS;450695;15/7/2016;2;3;7;13;20;26;28;40;42;43;45;51;55;58;59;62;73;75;76;80
INTRALOT_KENO_MINAS;450694;15/7/2016;2;7;17;20;22;24;28;35;37;39;41;43;46;49;52;55;61;74;75;79
