JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450803;16/7/2016;4;5;7;8;10;14;15;16;17;19;25;28;29;32;35;45;53;55;62;73
INTRALOT_KENO_MINAS;450802;16/7/2016;1;2;4;8;13;14;27;31;34;46;47;50;52;53;56;68;69;73;76;79
INTRALOT_KENO_MINAS;450801;16/7/2016;2;6;13;16;19;23;29;33;39;42;44;48;49;51;54;56;59;66;69;73
INTRALOT_KENO_MINAS;450800;16/7/2016;7;10;11;15;19;22;30;35;39;44;51;56;59;63;67;70;72;73;77;80
INTRALOT_KENO_MINAS;450799;16/7/2016;1;2;3;4;6;7;9;11;18;24;29;30;31;39;40;42;47;57;62;80
INTRALOT_KENO_MINAS;450798;16/7/2016;1;4;9;10;16;26;29;32;35;37;39;47;50;55;58;63;66;67;70;75
INTRALOT_KENO_MINAS;450797;16/7/2016;1;8;10;13;14;15;17;18;33;39;41;42;50;54;58;63;64;65;66;78
INTRALOT_KENO_MINAS;450796;16/7/2016;5;11;14;15;22;24;25;42;43;44;47;48;53;54;57;62;65;67;76;79
INTRALOT_KENO_MINAS;450795;16/7/2016;4;5;11;14;26;27;33;34;35;38;42;45;49;53;54;56;57;75;76;78
INTRALOT_KENO_MINAS;450794;16/7/2016;5;7;11;14;17;24;26;35;38;42;45;52;53;54;55;62;67;74;77;79
