JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450733;15/7/2016;4;11;12;13;17;19;31;32;38;51;55;63;64;65;66;72;73;75;78;80
INTRALOT_KENO_MINAS;450732;15/7/2016;1;6;7;8;11;20;30;34;37;46;47;57;61;62;65;68;72;75;78;80
INTRALOT_KENO_MINAS;450731;15/7/2016;7;11;16;20;27;30;32;33;39;45;47;49;52;59;61;63;69;74;77;79
INTRALOT_KENO_MINAS;450730;15/7/2016;2;9;10;16;23;27;29;30;31;33;37;45;47;48;53;58;68;71;76;80
INTRALOT_KENO_MINAS;450729;15/7/2016;1;2;12;15;26;34;42;43;48;52;53;57;58;68;72;73;74;76;78;80
INTRALOT_KENO_MINAS;450728;15/7/2016;6;8;12;17;21;23;25;32;34;44;46;49;52;59;61;63;65;73;75;77
INTRALOT_KENO_MINAS;450727;15/7/2016;1;3;10;17;19;20;22;23;24;38;41;42;43;44;46;51;56;57;78;79
INTRALOT_KENO_MINAS;450726;15/7/2016;1;4;5;7;11;14;17;18;20;21;22;23;24;26;28;34;48;60;67;69
INTRALOT_KENO_MINAS;450725;15/7/2016;7;8;10;20;21;25;28;29;30;36;41;42;44;56;62;72;73;74;75;78
INTRALOT_KENO_MINAS;450724;15/7/2016;3;10;14;16;21;22;34;36;47;49;52;54;56;61;65;66;69;76;77;78
