JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450943;16/7/2016;3;6;10;11;13;19;29;35;36;37;43;52;54;57;62;70;71;72;73;80
INTRALOT_KENO_MINAS;450942;16/7/2016;6;11;14;23;27;28;31;35;45;48;49;54;56;58;59;60;67;69;74;77
INTRALOT_KENO_MINAS;450941;16/7/2016;5;10;11;16;17;18;20;24;33;38;44;46;50;51;54;56;57;72;75;77
INTRALOT_KENO_MINAS;450940;16/7/2016;1;4;7;8;14;19;26;33;34;38;40;43;46;49;55;59;62;66;71;74
INTRALOT_KENO_MINAS;450939;16/7/2016;5;6;11;17;20;23;25;27;30;32;37;41;42;51;54;56;67;72;74;77
INTRALOT_KENO_MINAS;450938;16/7/2016;2;3;5;9;12;14;15;18;20;23;24;27;28;34;36;46;66;75;77;78
INTRALOT_KENO_MINAS;450937;16/7/2016;5;11;13;15;19;22;26;27;36;47;51;52;54;61;62;64;66;67;68;69
INTRALOT_KENO_MINAS;450936;16/7/2016;2;23;26;29;30;31;35;44;45;50;53;56;58;66;67;69;76;78;79;80
INTRALOT_KENO_MINAS;450935;16/7/2016;3;4;5;10;16;20;21;22;29;46;50;53;56;67;68;69;73;74;76;80
INTRALOT_KENO_MINAS;450934;16/7/2016;1;5;8;17;22;34;37;41;43;46;48;51;52;55;59;61;66;68;70;75
