JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450923;16/7/2016;7;16;17;18;23;35;36;37;39;42;47;48;53;56;59;64;66;69;75;79
INTRALOT_KENO_MINAS;450922;16/7/2016;2;3;6;7;16;23;24;36;38;40;43;45;49;57;60;61;67;69;70;74
INTRALOT_KENO_MINAS;450921;16/7/2016;3;4;6;10;11;20;25;29;31;33;37;40;44;47;54;55;59;60;63;75
INTRALOT_KENO_MINAS;450920;16/7/2016;1;14;16;21;22;26;28;29;34;37;45;47;48;50;52;58;62;66;74;75
INTRALOT_KENO_MINAS;450919;16/7/2016;7;8;10;18;21;25;27;28;29;31;33;35;43;45;55;57;61;63;71;74
INTRALOT_KENO_MINAS;450918;16/7/2016;2;5;9;16;24;31;32;34;37;40;45;48;57;59;60;62;65;66;72;79
INTRALOT_KENO_MINAS;450917;16/7/2016;13;14;18;23;26;33;35;37;42;45;47;52;55;63;68;69;70;75;77;80
INTRALOT_KENO_MINAS;450916;16/7/2016;5;9;13;21;24;26;28;31;35;40;52;56;58;60;62;66;67;70;71;80
INTRALOT_KENO_MINAS;450915;16/7/2016;5;7;11;15;21;22;29;30;37;38;39;47;52;57;59;60;66;68;69;72
INTRALOT_KENO_MINAS;450914;16/7/2016;7;12;15;16;18;26;28;31;33;39;43;48;50;51;54;55;61;73;76;79
