JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450933;16/7/2016;1;5;10;13;22;24;25;27;31;33;35;36;37;41;47;51;52;65;69;79
INTRALOT_KENO_MINAS;450932;16/7/2016;19;25;27;30;37;40;43;44;46;50;51;53;54;56;60;61;62;66;71;75
INTRALOT_KENO_MINAS;450931;16/7/2016;1;2;9;11;23;25;26;27;37;38;40;43;47;48;56;63;64;67;69;73
INTRALOT_KENO_MINAS;450930;16/7/2016;1;4;14;17;24;27;31;35;38;45;47;48;50;57;62;64;74;76;77;78
INTRALOT_KENO_MINAS;450929;16/7/2016;2;3;10;20;22;25;26;33;37;39;44;46;47;50;53;65;72;73;76;78
INTRALOT_KENO_MINAS;450928;16/7/2016;8;17;21;24;26;28;32;43;44;52;59;61;62;65;66;68;72;74;75;78
INTRALOT_KENO_MINAS;450927;16/7/2016;4;5;6;12;14;20;23;30;33;37;38;43;51;52;61;64;66;69;77;78
INTRALOT_KENO_MINAS;450926;16/7/2016;2;11;12;14;19;21;29;34;40;41;43;44;52;56;59;61;62;66;74;80
INTRALOT_KENO_MINAS;450925;16/7/2016;18;19;22;23;30;35;37;38;39;45;47;51;52;53;54;60;66;74;76;77
INTRALOT_KENO_MINAS;450924;16/7/2016;5;15;21;23;25;26;32;42;50;53;54;56;61;65;68;69;71;72;77;80
