JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450793;16/7/2016;1;3;7;9;11;28;33;37;40;48;49;51;52;53;60;66;67;68;69;73
INTRALOT_KENO_MINAS;450792;16/7/2016;5;19;22;23;28;30;31;37;39;47;48;52;60;61;62;64;73;74;77;80
INTRALOT_KENO_MINAS;450791;16/7/2016;4;6;7;13;18;27;28;31;32;33;48;52;55;57;58;61;63;66;74;78
INTRALOT_KENO_MINAS;450790;16/7/2016;9;13;22;24;26;27;31;35;43;48;52;54;55;61;66;70;76;77;78;79
INTRALOT_KENO_MINAS;450789;15/7/2016;3;5;9;17;24;27;35;41;45;46;55;56;57;59;60;62;65;71;73;78
INTRALOT_KENO_MINAS;450788;15/7/2016;2;3;6;8;10;12;24;32;33;36;37;41;47;49;53;59;61;67;73;78
INTRALOT_KENO_MINAS;450787;15/7/2016;2;3;9;12;15;19;25;28;31;33;39;46;47;50;55;61;63;65;73;77
INTRALOT_KENO_MINAS;450786;15/7/2016;4;6;8;10;13;19;33;35;36;37;42;52;53;60;64;68;69;70;74;76
INTRALOT_KENO_MINAS;450785;15/7/2016;1;4;14;22;23;30;31;32;33;34;44;48;49;50;61;69;70;72;75;79
INTRALOT_KENO_MINAS;450784;15/7/2016;2;4;5;6;7;19;20;25;29;30;31;35;37;39;49;57;59;61;68;69
