JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450823;16/7/2016;3;9;10;13;16;25;42;44;46;49;52;53;56;58;67;69;70;74;78;79
INTRALOT_KENO_MINAS;450822;16/7/2016;2;4;8;9;18;21;24;36;37;40;44;45;49;54;59;60;67;68;77;78
INTRALOT_KENO_MINAS;450821;16/7/2016;3;8;10;20;21;29;40;41;47;49;50;52;53;57;58;60;61;73;74;77
INTRALOT_KENO_MINAS;450820;16/7/2016;4;5;6;13;14;15;16;18;21;24;30;36;38;50;54;65;68;70;72;79
INTRALOT_KENO_MINAS;450819;16/7/2016;1;3;7;12;14;16;19;20;21;26;28;30;40;49;57;60;63;64;68;76
INTRALOT_KENO_MINAS;450818;16/7/2016;2;5;8;10;20;21;24;30;38;43;50;53;54;61;68;69;72;74;77;78
INTRALOT_KENO_MINAS;450817;16/7/2016;5;7;16;21;26;27;31;32;35;40;42;45;46;48;50;52;68;71;74;77
INTRALOT_KENO_MINAS;450816;16/7/2016;5;7;16;17;21;25;27;28;31;35;48;50;61;63;69;71;74;75;79;80
INTRALOT_KENO_MINAS;450815;16/7/2016;9;14;16;19;21;22;25;31;35;38;49;50;51;63;66;68;70;71;77;80
INTRALOT_KENO_MINAS;450814;16/7/2016;5;16;18;19;20;24;27;34;35;42;43;46;49;53;60;62;67;68;72;78
