JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450753;15/7/2016;1;5;10;12;20;21;22;24;40;42;48;59;61;63;65;66;67;73;74;77
INTRALOT_KENO_MINAS;450752;15/7/2016;5;12;13;15;21;23;24;26;30;34;35;44;46;52;53;61;63;70;74;75
INTRALOT_KENO_MINAS;450751;15/7/2016;2;6;14;17;22;23;24;27;30;33;34;35;42;45;47;48;50;55;59;74
INTRALOT_KENO_MINAS;450750;15/7/2016;1;3;12;15;19;20;27;30;34;40;41;51;55;61;63;64;70;72;73;78
INTRALOT_KENO_MINAS;450749;15/7/2016;10;11;14;16;17;18;29;30;34;36;37;38;44;53;56;60;61;76;78;80
INTRALOT_KENO_MINAS;450748;15/7/2016;10;15;16;20;22;23;31;34;37;39;48;54;58;61;63;68;69;71;75;77
INTRALOT_KENO_MINAS;450747;15/7/2016;1;15;27;30;31;36;37;38;39;41;45;46;50;53;60;61;66;68;71;76
INTRALOT_KENO_MINAS;450746;15/7/2016;3;9;27;28;33;40;44;47;49;50;51;52;53;54;56;59;72;73;77;80
INTRALOT_KENO_MINAS;450745;15/7/2016;5;9;11;14;19;24;30;33;36;45;49;50;53;55;56;58;60;69;75;78
INTRALOT_KENO_MINAS;450744;15/7/2016;2;3;8;10;14;17;21;23;25;27;28;35;40;45;52;56;60;67;68;75
