JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450813;16/7/2016;2;3;8;17;19;31;34;35;36;37;42;51;52;59;65;70;75;76;78;80
INTRALOT_KENO_MINAS;450812;16/7/2016;2;11;14;15;18;21;26;27;33;34;47;49;59;63;64;65;74;77;78;79
INTRALOT_KENO_MINAS;450811;16/7/2016;11;21;25;27;30;35;38;40;44;46;49;56;61;65;67;68;70;71;73;76
INTRALOT_KENO_MINAS;450810;16/7/2016;6;10;12;17;19;23;26;33;37;40;44;49;50;53;59;61;68;72;74;79
INTRALOT_KENO_MINAS;450809;16/7/2016;6;7;11;12;14;17;20;21;22;27;31;38;39;41;44;47;61;64;73;75
INTRALOT_KENO_MINAS;450808;16/7/2016;2;3;4;16;19;22;24;32;34;37;44;47;53;57;59;61;66;71;76;80
INTRALOT_KENO_MINAS;450807;16/7/2016;2;6;11;13;14;24;33;36;37;38;40;44;51;55;56;57;58;67;73;78
INTRALOT_KENO_MINAS;450806;16/7/2016;3;12;13;14;19;21;25;28;29;31;34;43;50;54;55;56;60;65;76;77
INTRALOT_KENO_MINAS;450805;16/7/2016;2;5;10;14;19;24;35;36;37;41;44;50;53;57;61;67;68;70;76;78
INTRALOT_KENO_MINAS;450804;16/7/2016;2;4;8;12;14;18;25;27;31;36;44;47;55;57;58;59;66;69;73;74
