JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;450853;16/7/2016;6;7;8;12;14;16;18;19;21;35;37;41;44;49;57;60;62;68;69;73
INTRALOT_KENO_MINAS;450852;16/7/2016;2;4;6;12;13;14;16;18;27;29;30;33;41;43;44;46;49;59;71;72
INTRALOT_KENO_MINAS;450851;16/7/2016;16;22;24;29;32;34;39;40;42;43;46;50;55;56;63;67;69;74;79;80
INTRALOT_KENO_MINAS;450850;16/7/2016;5;6;7;8;10;12;13;19;23;25;27;34;48;54;55;56;60;71;75;76
INTRALOT_KENO_MINAS;450849;16/7/2016;7;22;23;26;29;41;42;45;46;48;51;53;58;62;64;67;68;73;76;78
INTRALOT_KENO_MINAS;450848;16/7/2016;4;7;17;23;31;36;48;49;54;55;58;59;61;67;68;69;70;72;75;76
INTRALOT_KENO_MINAS;450847;16/7/2016;3;13;14;15;16;19;22;23;24;26;37;43;46;54;55;64;66;74;77;78
INTRALOT_KENO_MINAS;450846;16/7/2016;4;6;11;14;15;24;25;26;29;34;38;41;44;47;58;61;63;68;76;79
INTRALOT_KENO_MINAS;450845;16/7/2016;3;4;5;12;14;18;19;34;37;46;47;49;50;54;55;59;67;70;75;78
INTRALOT_KENO_MINAS;450844;16/7/2016;1;17;18;19;29;30;35;38;40;41;46;48;51;52;63;64;65;69;70;74
