JOGO_TIPO;CONCURSO;DATA SORTEIO;BOLA1;BOLA2;BOLA3;BOLA4;BOLA5;BOLA6;BOLA7;BOLA8;BOLA9;BOLA10;BOLA11;BOLA12;BOLA13;BOLA14;BOLA15;BOLA16;BOLA17;BOLA18;BOLA19;BOLA20
INTRALOT_KENO_MINAS;455343;6/8/2016;6;10;13;17;20;21;25;26;29;35;39;43;44;51;53;59;60;65;68;76
INTRALOT_KENO_MINAS;455342;6/8/2016;8;9;11;19;20;23;24;30;35;39;40;49;54;57;59;61;64;66;72;75
INTRALOT_KENO_MINAS;455341;6/8/2016;1;7;11;12;20;24;32;35;39;42;44;47;54;57;59;61;65;66;67;79
INTRALOT_KENO_MINAS;455340;6/8/2016;15;16;19;21;22;23;25;39;41;44;53;56;59;61;65;67;70;73;76;78
INTRALOT_KENO_MINAS;455339;6/8/2016;6;14;15;21;32;35;36;41;44;46;50;52;55;58;59;63;64;69;73;75
INTRALOT_KENO_MINAS;455338;6/8/2016;1;5;13;15;18;27;32;34;35;39;40;44;49;55;57;58;59;60;73;78
INTRALOT_KENO_MINAS;455337;6/8/2016;4;9;14;15;22;27;30;33;38;40;42;47;48;54;65;68;71;74;75;77
INTRALOT_KENO_MINAS;455336;6/8/2016;11;15;19;25;27;28;31;32;34;39;43;46;54;59;64;66;67;70;73;75
INTRALOT_KENO_MINAS;455335;6/8/2016;6;9;10;13;15;22;24;26;28;39;42;44;49;58;66;72;75;78;79;80
INTRALOT_KENO_MINAS;455334;6/8/2016;2;10;13;15;19;25;27;30;33;34;36;38;46;48;52;58;60;66;73;80
